OBJECTID,VAPID,LandmkName,Address,City,State,Zip,Phone,URL,X,Y,LOC,LastCheck,PlaceType,SrcTyp,Src,FIPScode,FIPSname
3823,51710000039183,Bay View Elementary School,1434  Bay View Blvd,Norfolk,VA,23503,757-531-3030,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.23593122,36.93504879,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3824,51710000032987,Berkley/Campostella Early Childhood Education Center School,1530 Cypress St,Norfolk,VA,23523,757-494-3870,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.26444922,36.82767526,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3825,51710000046436,Blair Middle School,730 Spotswood Ave,Norfolk,VA,23517,757-628-2400,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.29639298,36.86856195,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51710,Norfolk City
3826,51710000053988,Booker T Washington High School,1111 Park Ave,Norfolk,VA,23504,757-628-3575,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.26652693,36.85319173,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51710,Norfolk City
3827,51710000051914,Calvert Square School,975 Bagnall Rd.,Norfolk,VA,23504,757-628-3830,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.27626067,36.85404442,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3828,51710000056238,Camp Allen Elementary School,501 C Street,Norfolk,VA,23505,757-451-4170,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.29671914,36.92840387,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3829,51550000063303,Camp Young School,145 Deepwater Dr.,Chesapeake,VA,23320,757-628-3830,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.27815592,36.72875495,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51550,Chesapeake City
3830,51710000054207,Chesterfield Academy Elementary School,2915 Westminster Ave,Norfolk,VA,23504,757-628-2544,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.2512676,36.84451361,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3831,51710000075097,Coleman Place Elementary School,2445 Palmyra St.,Norfolk,VA,23513,757-852-4641,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.24099653,36.87020813,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3832,51710000076757,Crossroads Elementary School,8021 Old Ocean View Rd.,Norfolk,VA,23518,757-531-3050,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.25104764,36.91825916,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51710,Norfolk City
3833,51710000008379,Easton Preschool School,6045 Curlew Dr,Norfolk,VA,23502,757-892-3290,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.19543916,36.84053191,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3834,51710000053951,Evening School,7101 Granby Street,Norfolk,VA,23505,757-451-4050,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.27702574,36.90705158,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3835,51710000070251,Ghent K-8 School,200 Shirley Ave,Norfolk,VA,23517,757-628-2565,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.28754403,36.86439858,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51710,Norfolk City
3836,51710000040616,Granby Elementary School,7101 Newport Ave,Norfolk,VA,23505,757-451-4150,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.28085545,36.9078883,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3837,51710000053951,Granby High School,7101 Granby St,Norfolk,VA,23505,757-451-4110,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.27702574,36.90705158,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51710,Norfolk City
3838,51710000029424,Ingleside Elementary School,976 Ingleside Rd,Norfolk,VA,23502,757-892-3270,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.23828144,36.85344887,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3839,51710000034941,Jacox Elementary School,1300 Marshall Ave,Norfolk,VA,23504,757-628-2433,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.26490334,36.85634598,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3840,51710000043575,James Monroe Elementary School,520 W 29th St,Norfolk,VA,23508,757-628-3500,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.2902235,36.8755647,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3841,51710000009453,Lake Taylor School,1380 Kempsville Rd,Norfolk,VA,23502,757-892-3230,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.20160869,36.8691535,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51710,Norfolk City
3842,51710000071392,Lake Taylor High School,1384 Kempsville Rd,Norfolk,VA,23502,757-892-3200,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.19813408,36.87059381,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51710,Norfolk City
3843,51710000044529,Larchmont Elementary School,1145 Bolling Ave,Norfolk,VA,23508,757-451-4180,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.30061854,36.89083518,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3844,51710000028287,Larrymore Elementary School,7600 Halprin Dr,Norfolk,VA,23518,757-531-3070,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.22172192,36.91204287,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3845,51710000035255,Lindenwood Elementary School,2700 Ludlow St,Norfolk,VA,23504,757-628-2577,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.27064769,36.86876959,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3846,51710000071405,Little Creek Elementary School,7900 Tarpon Place,Norfolk,VA,23518,757-531-3080,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.20939704,36.91715812,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3847,51710000074040,Little Creek Elementary Annex School,7901 Nancy Drive,Norfolk,VA,23518,757-531-3080,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.2073451,36.91764478,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3848,51710000044705,Local or Regional Jail School,800 City Hall Ave.,Norfolk,VA,23510,757-628-3948,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.28463713,36.84709443,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51710,Norfolk City
3849,51710000063413,Madison Alternative Center School,3700 Bowdens Ferry Rd,Norfolk,VA,23508,757-628-3417,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.30336878,36.87898691,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3850,51710000033502,Marine Institute School,351 Avory Ave.,Norfolk,VA,23509,757-628-3830,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.26464835,36.83598622,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3851,51710000040677,Mary Calcott Elementary School,137 E Westmont Avenue,Norfolk,VA,23503,757-531-3039,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.25882422,36.9358473,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3852,51710000044563,Matthew Fontaine Maury High School,322 Shirley Ave,Norfolk,VA,23517,757-628-3344,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.29070527,36.86515522,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51710,Norfolk City
3853,51710000063413,Norfolk Alternative High School,3700 Bowden Ferry Rd,Norfolk,VA,23505,757-628-3417,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.30336878,36.87898691,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3854,51710000063413,Norfolk Alternative Middle School,3700 Bowden Ferry Rd,Norfolk,VA,23508,757-628-3417,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.30336878,36.87898691,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3855,51710000034994,Norfolk Re-Ed School - SECEP - Oakwood School,2861 E. Princess Anne Rd,Norfolk,VA,23504,757-892-6100,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.25259711,36.85747081,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3856,51710000069647,Norfolk Tech/Voc Annex School,1330 N. Military Hwy.,Norfolk,VA,23502,757-628-3830,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.21025147,36.86932777,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3857,51710000069647,Norfolk Technical Center School,1330 N Military Hwy,Norfolk,VA,23502,757-892-3300,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.21025147,36.86932777,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3858,51710000040678,Northside Middle School,8720 Granby St,Norfolk,VA,23503,757-531-3150,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.26246954,36.93676086,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51710,Norfolk City
3859,51710000018877,Norview Elementary School,6401 Chesapeake Blvd,Norfolk,VA,23513,757-852-4660,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.23952571,36.89717411,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3860,51710000074440,Norview High School,6501 Chesapeake Blvd,Norfolk,VA,23513,757-852-4500,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.23983947,36.9003172,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51710,Norfolk City
3861,51710000053987,Norview Middle School,6325 Sewells Point Rd,Norfolk,VA,23513,757-852-4600,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.2420057,36.89394712,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51710,Norfolk City
3862,51710000077636,Ocean View Elementary School,350 W. Government Ave.,Norfolk,VA,23503,757-531-3105,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.26160182,36.95563478,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3863,51710000038708,Oceanair Elementary School,600 Dudley Avenue,Norfolk,VA,23503,757-531-3095,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.25127485,36.94196919,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3864,51710000052832,P.B. Young Sr. Elementary School,543 E. Olney Rd,Norfolk,VA,23510,757-628-2588,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.28292767,36.8551731,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3865,51710000034996,Richard Bowling Elementary School,2700 E. Princess Anne Rd.,Norfolk,VA,23504,757-628-2515,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.25729635,36.85591235,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3866,51710000018823,SECEP - TRAEP - Oakwood School,900 Ashbury Ave.,Norfolk,VA,23513,757-628-3830,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.25065313,36.91065637,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3867,51710000038047,Sewells Point Elementary School,7928 Hampton Blvd,Norfolk,VA,23505,757-451-4160,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.31466707,36.9224749,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3868,51710000031092,Sherwood Forest Elementary School,3035 Sherwood Forest Lane,Norfolk,VA,23513,757-852-4500,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.23798822,36.8770189,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3869,51710000033694,Southside STEM Academy at Campostella School,1106 Campostella Rd.,Norfolk,VA,23523,757-628-2555,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.26048343,36.82961119,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51710,Norfolk City
3870,51710000032165,St. Helena Elementary School,903 S Main St,Norfolk,VA,23523,757-494-3884,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.28452383,36.83095219,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3871,51710000060500,Suburban Park Elementary School,310 Thole St,Norfolk,VA,23505,757-531-3118,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.26824904,36.90558572,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3872,51710000021828,Tanners Creek Elementary School,1335 Longdale Dr,Norfolk,VA,23513,757-852-4555,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.23324867,36.90035741,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3873,51710000002920,Tarrallton Elementary School,2080 Tarrallton Dr,Norfolk,VA,23518,757-531-1800,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.22133591,36.92580227,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3874,51710000063862,The Academy of International Studies at Rosemont School,1330 Branch Rd.,Norfolk,VA,23513,757-852-4610,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.23653311,36.9052392,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3875,51710000045173,Tidewater Park Elementary School,1045 E Brambleton Ave,Norfolk,VA,23504,757-628-2500,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.27746937,36.85030141,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3876,51710000044705,Virtual Scholars Academy Elementary School,800 E City Hall Ave. Room 1200,Norfolk,VA,23510,757-628-3481,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.28463713,36.84709443,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3877,51710000044705,Virtual Scholars Academy Secondary School,800 E Clay Hall Ave Room 1200,Norfolk,VA,23510,757-628-3481,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.28463713,36.84709443,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51710,Norfolk City
3878,51710000046227,Walter Herron Taylor Elementary School,1122 W. Princess Anne Road,Norfolk,VA,23507,757-628-2525,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.30448213,36.86890885,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3879,51710000037575,Willard Model Elementary School,1511 Willow Wood Dr,Norfolk,VA,23509,757-628-2721,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.2666442,36.88789465,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3880,51710000045177,William H. Ruffner Middle School,610 May Ave.,Norfolk,VA,23504,757-628-2466,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.27582513,36.84753573,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51710,Norfolk City
3881,51710000039831,Willoughby Early Childhood Center School,9500 4th View St,Norfolk,VA,23503,757-531-3127,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.26196692,36.95817979,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51710,Norfolk City
3882,51131000006245,Kiptopeke Elementary School,24023 Fairview Rd,Cape Charles,VA,23310,757-678-5151,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-75.97039049,37.25228721,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51131,Northampton County
3883,51131000004082,Northampton High School,16041 Courthouse Rd,Eastville,VA,23347,757-678-5151,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-75.94078717,37.36129383,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51131,Northampton County
3884,51131000004082,Northampton Middle School,16041 Courthouse Road,Eastville,VA,23347,757-678-5151,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-75.94078717,37.36129383,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51131,Northampton County
3885,51131000001304,Occohannock Elementary School,4208 Seaside Rd,Exmore,VA,23350,757-678-5151,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-75.81554263,37.52122076,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51131,Northampton County
3886,51131000003646,The T.E.C.H. Center School,7207 Young St,Machipongo,VA,23405,757-678-5151,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-75.91038906,37.40380876,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51131,Northampton County
3887,51133000007392,Northumberland Elementary School,757 Academic Lane,Heathsville,VA,22473,804-580-8032,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.44047805,37.90703686,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51133,Northumberland County
3888,51133000009993,Northumberland High School,201 Academic Lane,Heathsville,VA,22473,804-580-5192,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.43839164,37.91276189,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51133,Northumberland County
3889,51133000009992,Northumberland Middle School,175 Academic Lane,Heathsville,VA,22473,804-580-5753,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-76.4380791,37.91319978,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51133,Northumberland County
3890,51720000001199,J.I. Burton High School,109 11th St SW,Norton,VA,24273,276-679-2554,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-82.6333843,36.92976977,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51720,Norton City
3891,51720000002069,Norton Elementary School,205 E Park Ave,Norton,VA,24273,276-679-0971,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-82.62236814,36.94170402,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51720,Norton City
3892,51135000000025,Blackstone Primary School,615 East Street,Blackstone,VA,23824,434-292-5300,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.99464643,37.07283834,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51135,Nottoway County
3893,51135000002588,Crewe Primary School,1953 Sunnyside Rd,Crewe,VA,23930,434-645-8149,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.10959254,37.16513269,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51135,Nottoway County
3894,51135000006119,Nottoway High School,5267 Old Nottoway Rd,Crewe,VA,23930,434-292-5373,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.06417873,37.12286174,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51135,Nottoway County
3895,51135000006121,Nottoway Intermediate School,5285 Old Nottoway Road,Crewe,VA,23930,434-292-5353,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.06658023,37.12365416,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51135,Nottoway County
3896,51135000006120,Nottoway Middle School,5279 Old Nottoway Road,Crewe,VA,23930,434-292-5375,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.06500254,37.12300767,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51135,Nottoway County
3897,51137000004511,Gordon-Barbour Elementary School,500 W Baker Street,Gordonsville,VA,22942,540-661-4500,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.19290228,38.13801615,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51137,Orange County
3898,51137000004928,Homebased School,200 Dailey Drive,Orange,VA,22960,540-661-4555,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.11706963,38.23958405,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51137,Orange County
3899,51137000004928,Homebound School,200 Dailey Drive,Orange,VA,22960,540-661-4555,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.11706963,38.23958405,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51137,Orange County
3900,51137000010479,Lightfoot Elementary School,11360 Zachary Taylor Hwy,Unionville,VA,22567,540-661-4520,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.95332945,38.24608635,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51137,Orange County
3901,51137000013144,Locust Grove Elementary School,31208 Constitution Highway,Locust Grove,VA,22508,540-661-4440,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.83002998,38.29929287,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51137,Orange County
3902,51137000015916,Locust Grove Middle School,6368 Flat Run Road,Locust Grove,VA,22508,540-661-4480,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.78230749,38.31565042,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51137,Orange County
3903,51137000013072,Locust Grove Primary School,31230 Constitution Highway,Locust Grove,VA,22508,540-661-4420,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.82916643,38.29924618,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51137,Orange County
3904,51137000005079,Orange County High School,201 Selma Road,Orange,VA,22960,540-661-4300,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.09654731,38.24537673,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51137,Orange County
3905,51137000005846,Orange Elementary School,230 Montevista Avenue,Orange,VA,22960,540-661-4450,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.11779234,38.24783437,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51137,Orange County
3906,51137000004946,Prospect Heights Middle School,202 Dailey Drive,Orange,VA,22960,540-661-4400,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.12021017,38.23931865,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51137,Orange County
3907,51137000004928,Redirection Alternative Education School,200 Dailey Drive,Orange,VA,22960,540-661-4550,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.11706963,38.23958405,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51137,Orange County
3908,51137000004928,Special Situation Schools School,200 Dailey Drive,Orange,VA,22960,540-661-4555,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.11706963,38.23958405,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51137,Orange County
3909,51137000004928,Taylor Alternative Education Complex Feeding Site School,200 Dailey Drive,Orange,VA,22960,540-661-4550,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.11706963,38.23958405,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51137,Orange County
3910,51137000004928,Turning Point Alternative Education School,200 Dailey Drive,Orange,VA,22960,540-661-4555,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.11706963,38.23958405,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Miscellaneous,DOE,51137,Orange County
3911,51137000012172,Unionville Elementary School,10285 Zachary Taylor Hwy,Unionville,VA,22567,540-661-4540,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-77.95520932,38.26177965,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51137,Orange County
3912,51139000010475,Local or Regional Jail School,735 W. Main St,Luray,VA,22835,540-743-6533,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.47538643,38.66329906,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Combined,DOE,51139,Page County
3913,51139000010483,Luray Elementary School,555 First St,Luray,VA,22835,540-743-4078,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.45543659,38.65829114,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Elementary,DOE,51139,Page County
3914,51139000002666,Luray High School,243 Bulldog Drive,Luray,VA,22835,540-743-3800,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.4856016,38.65491124,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public High,DOE,51139,Page County
3915,51139000010482,Luray Middle School,14 Luray Avenue,Luray,VA,22835,540-843-2660,https://www.doe.virginia.gov/about-vdoe/virginia-school-directories,-78.45712086,38.65922935,AP,2023/11/25 00:00:00+00,Schools Public K12 Points,K12 Education - Public Middle,DOE,51139,Page County
